team,hero,win_rate,tier,result,Offense,Durability,Difficulty,Crowd_Control,Rank
ONIC,Cici,53.74,SS,win,High,Medium,Medium,High,S
ONIC,Joy,50.01,B,win,High,Medium,High,Low,S
ONIC,Pharsa,48.95,C,win,High,Low,Medium,Medium,B
ONIC,Claude,46.95,D,win,High,Low,High,Low,C
ONIC,Hylos,46.92,D,win,Low,High,Low,High,C
DEWA,Esmeralda,45.4,C,lose,Medium,High,High,Medium,D
DEWA,Lancelot,47.15,SS,lose,High,Low,High,Low,S
DEWA,Helcurt,51.44,A,lose,High,Low,Medium,Medium,A
DEWA,Harith,47.1,D,lose,High,Low,High,Low,C
DEWA,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
ONIC,Cici,53.74,SS,win,High,Medium,Medium,High,S
ONIC,Lancelot,47.15,SS,win,High,Low,High,Low,S
ONIC,Pharsa,48.95,C,win,High,Low,Medium,Medium,B
ONIC,Granger,46.27,A,win,High,Medium,Medium,Low,A
ONIC,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
DEWA,Esmeralda,45.4,C,lose,Medium,High,High,Medium,D
DEWA,Joy,50.01,B,lose,High,Medium,High,Low,S
DEWA,Kagura,50.03,C,lose,Medium,Medium,Medium,Medium,C
DEWA,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
DEWA,Beatrix,48.52,D,lose,Medium,Medium,Medium,Medium,C
NAVI,Uranus,50.52,C,lose,Low,High,Low,Low,C
NAVI,Fanny,42.7,B,lose,High,Low,High,Low,D
NAVI,Pharsa,48.95,C,lose,High,Low,Medium,Medium,B
NAVI,Moskov,50.81,C,lose,Medium,Medium,Medium,Medium,C
NAVI,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
EVOS,Cici,53.74,SS,win,High,Medium,Medium,High,S
EVOS,Baxia,50.27,C,win,Low,High,Medium,High,B
EVOS,Valentina,44.61,D,win,High,Low,High,Low,D
EVOS,Granger,46.27,A,win,High,Medium,Medium,Low,A
EVOS,Franco,46.36,A,win,Low,High,Medium,High,A
NAVI,Paquito,45.19,D,lose,Medium,Medium,Medium,Medium,C
NAVI,Baxia,50.27,C,lose,Low,High,Medium,High,B
NAVI,Pharsa,48.95,C,lose,High,Low,Medium,Medium,B
NAVI,Granger,46.27,A,lose,High,Medium,Medium,Low,A
NAVI,Badang,50.07,C,lose,Medium,Medium,Medium,Medium,C
EVOS,Cici,53.74,SS,win,High,Medium,Medium,High,S
EVOS,Fredrinn,53.23,S,win,Medium,High,Medium,Medium,A
EVOS,Lylia,46.99,D,win,High,Low,High,Medium,D
EVOS,Harith,47.1,D,win,High,Low,High,Low,C
EVOS,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
TLID,Phoveus,51.11,B,lose,Medium,High,Medium,Medium,B
TLID,Fanny,42.7,B,lose,High,Low,High,Low,D
TLID,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
TLID,Claude,46.95,D,lose,High,Low,High,Low,C
TLID,Baxia,50.27,C,lose,Low,High,Medium,High,B
GEEK,Gloo,54.08,SS,win,Medium,High,Medium,High,S
GEEK,Hayabusa,51.17,SS,win,High,Low,High,Low,S
GEEK,Pharsa,48.95,C,win,High,Low,Medium,Medium,B
GEEK,Moskov,50.81,C,win,Medium,Medium,Medium,Medium,C
GEEK,Chou,44.18,D,win,Medium,Medium,High,High,D
TLID,Ruby,53.1,B,lose,Medium,High,Medium,High,B
TLID,Fanny,42.7,B,lose,High,Low,High,Low,D
TLID,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
TLID,Claude,46.95,D,lose,High,Low,High,Low,C
TLID,Baxia,50.27,C,lose,Low,High,Medium,High,B
GEEK,Cici,53.74,SS,win,High,Medium,Medium,High,S
GEEK,Yi Sun-shin,49.98,SS,win,High,Medium,High,Medium,S
GEEK,Valentina,44.61,D,win,High,Low,High,Low,D
GEEK,Granger,46.27,A,win,High,Medium,Medium,Low,A
GEEK,Hylos,46.92,D,win,Low,High,Low,High,C
TLID,Arlott,48.03,A,lose,Medium,High,Medium,High,A
TLID,Hayabusa,51.17,SS,lose,High,Low,High,Low,S
TLID,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
TLID,Harith,47.1,D,lose,High,Low,High,Low,C
TLID,Baxia,50.27,C,lose,Low,High,Medium,High,B
GEEK,Gloo,54.08,SS,win,Medium,High,Medium,High,S
GEEK,Suyou,47.82,C,win,Medium,Medium,Medium,Medium,C
GEEK,Pharsa,48.95,C,win,High,Low,Medium,Medium,B
GEEK,Granger,46.27,A,win,High,Medium,Medium,Low,A
GEEK,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
ONIC,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
ONIC,Lancelot,47.15,SS,win,High,Low,High,Low,S
ONIC,Yve,53.65,C,win,High,Low,Medium,High,A
ONIC,Granger,46.27,A,win,High,Medium,Medium,Low,A
ONIC,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
BTR,Hylos,46.92,D,lose,Low,High,Low,High,C
BTR,Baxia,50.27,C,lose,Low,High,Medium,High,B
BTR,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
BTR,Bruno,50.05,D,lose,High,Low,Medium,Low,C
BTR,Mathilda,46.13,D,lose,Medium,Medium,Medium,Medium,C
ONIC,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
ONIC,Lancelot,47.15,SS,win,High,Low,High,Low,S
ONIC,Pharsa,48.95,C,win,High,Low,Medium,Medium,B
ONIC,Bruno,50.05,D,win,High,Low,Medium,Low,C
ONIC,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
BTR,Benedetta,49.54,C,lose,Medium,Medium,Medium,Medium,C
BTR,Baxia,50.27,C,lose,Low,High,Medium,High,B
BTR,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
BTR,Granger,46.27,A,lose,High,Medium,Medium,Low,A
BTR,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
RRQ,Arlott,48.03,A,win,Medium,High,Medium,High,A
RRQ,Lancelot,47.15,SS,win,High,Low,High,Low,S
RRQ,Pharsa,48.95,C,win,High,Low,Medium,Medium,B
RRQ,Moskov,50.81,C,win,Medium,Medium,Medium,Medium,C
RRQ,Kaja,53.32,C,win,Medium,Medium,Medium,Medium,C
AE,Uranus,50.52,C,lose,Low,High,Low,Low,C
AE,Fanny,42.7,B,lose,High,Low,High,Low,D
AE,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
AE,Harith,47.1,D,lose,High,Low,High,Low,C
AE,Khaleed,50.8,C,lose,High,Medium,Medium,Low,C
RRQ,Esmeralda,45.4,C,win,Medium,High,High,Medium,D
RRQ,Hayabusa,51.17,SS,win,High,Low,High,Low,S
RRQ,Pharsa,48.95,C,win,High,Low,Medium,Medium,B
RRQ,Harith,47.1,D,win,High,Low,High,Low,C
RRQ,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
AE,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
AE,Lancelot,47.15,SS,lose,High,Low,High,Low,S
AE,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
AE,Claude,46.95,D,lose,High,Low,High,Low,C
AE,Hilda,52.86,S,lose,Medium,Medium,Medium,Medium,C
RRQ,Chou,44.18,D,win,Medium,Medium,High,High,D
RRQ,Hayabusa,51.17,SS,win,High,Low,High,Low,S
RRQ,Kimmy,52.06,B,win,High,Low,Medium,Low,A
RRQ,Claude,46.95,D,win,High,Low,High,Low,C
RRQ,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
AE,Ruby,53.1,B,lose,Medium,High,Medium,High,B
AE,Lancelot,47.15,SS,lose,High,Low,High,Low,S
AE,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
AE,Granger,46.27,A,lose,High,Medium,Medium,Low,A
AE,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
BTR,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
BTR,Joy,50.01,B,lose,High,Medium,High,Low,S
BTR,Valentina,44.61,D,lose,High,Low,High,Low,D
BTR,Granger,46.27,A,lose,High,Medium,Medium,Low,A
BTR,Kalea,47.96,B,lose,Medium,Medium,Medium,Medium,C
NAVI,Phoveus,51.11,B,win,Medium,High,Medium,Medium,B
NAVI,Baxia,50.27,C,win,Low,High,Medium,High,B
NAVI,Kimmy,52.06,B,win,High,Low,Medium,Low,A
NAVI,Wanwan,49.53,C,win,Medium,Medium,Medium,Medium,C
NAVI,Badang,50.07,C,win,Medium,Medium,Medium,Medium,C
BTR,Benedetta,49.54,C,lose,Medium,Medium,Medium,Medium,C
BTR,Baxia,50.27,C,lose,Low,High,Medium,High,B
BTR,Pharsa,48.95,C,lose,High,Low,Medium,Medium,B
BTR,Moskov,50.81,C,lose,Medium,Medium,Medium,Medium,C
BTR,Hylos,46.92,D,lose,Low,High,Low,High,C
NAVI,Lapu-Lapu,50.62,A,win,High,Medium,Medium,Medium,B
NAVI,Fredrinn,53.23,S,win,Medium,High,Medium,Medium,A
NAVI,Valentina,44.61,D,win,High,Low,High,Low,D
NAVI,Wanwan,49.53,C,win,Medium,Medium,Medium,Medium,C
NAVI,Kalea,47.96,B,win,Medium,Medium,Medium,Medium,C
BTR,Arlott,48.03,A,lose,Medium,High,Medium,High,A
BTR,Akai,48.93,C,lose,Medium,Medium,Medium,Medium,C
BTR,Valentina,44.61,D,lose,High,Low,High,Low,D
BTR,Harith,47.1,D,lose,High,Low,High,Low,C
BTR,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
NAVI,Masha,56.26,C,win,Medium,Medium,Medium,Medium,C
NAVI,Baxia,50.27,C,win,Low,High,Medium,High,B
NAVI,Pharsa,48.95,C,win,High,Low,Medium,Medium,B
NAVI,Granger,46.27,A,win,High,Medium,Medium,Low,A
NAVI,Hylos,46.92,D,win,Low,High,Low,High,C
GEEK,Arlott,48.03,A,win,Medium,High,Medium,High,A
GEEK,Lancelot,47.15,SS,win,High,Low,High,Low,S
GEEK,Valentina,44.61,D,win,High,Low,High,Low,D
GEEK,Moskov,50.81,C,win,Medium,Medium,Medium,Medium,C
GEEK,Badang,50.07,C,win,Medium,Medium,Medium,Medium,C
RRQ,Cici,53.74,SS,lose,High,Medium,Medium,High,S
RRQ,Fanny,42.7,B,lose,High,Low,High,Low,D
RRQ,Pharsa,48.95,C,lose,High,Low,Medium,Medium,B
RRQ,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
RRQ,Hylos,46.92,D,lose,Low,High,Low,High,C
GEEK,Cici,53.74,SS,win,High,Medium,Medium,High,S
GEEK,Baxia,50.27,C,win,Low,High,Medium,High,B
GEEK,Pharsa,48.95,C,win,High,Low,Medium,Medium,B
GEEK,Sun,52.69,B,win,Medium,Medium,Medium,Medium,C
GEEK,Helcurt,51.44,A,win,High,Low,Medium,Medium,A
RRQ,Gatotkaca,50.54,C,lose,Medium,High,Low,High,C
RRQ,Hayabusa,51.17,SS,lose,High,Low,High,Low,S
RRQ,Kimmy,52.06,B,lose,High,Low,Medium,Low,A
RRQ,Lapu-Lapu,50.62,A,lose,High,Medium,Medium,Medium,B
RRQ,Chou,44.18,D,lose,Medium,Medium,High,High,D
AE,Arlott,48.03,A,win,Medium,High,Medium,High,A
AE,Lancelot,47.15,SS,win,High,Low,High,Low,S
AE,Yve,53.65,C,win,High,Low,Medium,High,A
AE,Harith,47.1,D,win,High,Low,High,Low,C
AE,Gatotkaca,50.54,C,win,Medium,High,Low,High,C
DEWA,Cici,53.74,SS,lose,High,Medium,Medium,High,S
DEWA,Joy,50.01,B,lose,High,Medium,High,Low,S
DEWA,Zhuxin,50.23,B,lose,Medium,Medium,High,Medium,B
DEWA,Beatrix,48.52,D,lose,Medium,Medium,Medium,Medium,C
DEWA,Chou,44.18,D,lose,Medium,Medium,High,High,D
AE,Arlott,48.03,A,win,Medium,High,Medium,High,A
AE,Baxia,50.27,C,win,Low,High,Medium,High,B
AE,Valentina,44.61,D,win,High,Low,High,Low,D
